,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
163,fw6q4qpq,0cd96fd42139b22b63e5752eda2c38990a18763a,PMC,Oct-4 Expression Maintained Cancer Stem-Like Properties in Lung Cancer-Derived CD133-Positive Cells,10.1371/journal.pone.0002637,PMC2440807,18612434,cc-by,"CD133 (prominin-1), a 5-transmembrane glycoprotein, has recently been considered to be an important marker that represents the subset population of cancer stem-like cells. Herein we report the isolation of CD133-positive cells (LC-CD133(+)) and CD133-negative cells (LC-CD133(−)) from tissue samples of ten patients with non-small cell lung cancer (LC) and five LC cell lines. LC-CD133(+) displayed higher Oct-4 expressions with the ability to self-renew and may represent a reservoir with proliferative potential for generating lung cancer cells. Furthermore, LC-CD133(+), unlike LC-CD133(−), highly co-expressed the multiple drug-resistant marker ABCG2 and showed significant resistance to chemotherapy agents (i.e., cisplatin, etoposide, doxorubicin, and paclitaxel) and radiotherapy. The treatment of Oct-4 siRNA with lentiviral vector can specifically block the capability of LC-CD133(+) to form spheres and can further facilitate LC-CD133(+) to differentiate into LC-CD133(−). In addition, knock-down of Oct-4 expression in LC-CD133(+) can significantly inhibit the abilities of tumor invasion and colony formation, and increase apoptotic activities of caspase 3 and poly (ADP-ribose) polymerase (PARP). Finally, in vitro and in vivo studies further confirm that the treatment effect of chemoradiotherapy for LC-CD133(+) can be improved by the treatment of Oct-4 siRNA. In conclusion, we demonstrated that Oct-4 expression plays a crucial role in maintaining the self-renewing, cancer stem-like, and chemoradioresistant properties of LC-CD133(+). Future research is warranted regarding the up-regulated expression of Oct-4 in LC-CD133(+) and malignant lung cancer.",2008-07-09,"Chen, Yu-Chih; Hsu, Han-Shui; Chen, Yi-Wei; Tsai, Tung-Hu; How, Chorng-Kuang; Wang, Chien-Ying; Hung, Shih-Chieh; Chang, Yuh-Lih; Tsai, Ming-Long; Lee, Yi-Yen; Ku, Hung-Hai; Chiou, Shih-Hwa",PLoS One,,,,document_parses/pdf_json/0cd96fd42139b22b63e5752eda2c38990a18763a.json,document_parses/pmc_json/PMC2440807.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2440807/,
164,b8xb1f12,c60e9faaf8d025d3cf00b275de051fc9bc3b5bd4,PMC,Early transcriptional response in the jejunum of germ-free piglets after oral infection with virulent rotavirus,10.1007/s00705-008-0118-6,PMC2441536,18523839,no-cc,"Germ-free piglets were orally infected with virulent rotavirus to collect jejunal mucosal scrapings at 12 and 18 hours post infection (two piglets per time point). IFN-gamma mRNA expression was stimulated in the mucosa of all four infected piglets, indicating that they all responded to the rotavirus infection. RNA pools prepared from two infected piglets were used to compare whole mucosal gene expression at 12 and 18 hpi to expression in uninfected germ-free piglets (n = 3) using a porcine intestinal cDNA microarray. Microarray analysis identified 13 down-regulated and 17 up-regulated genes. Northern blot analysis of a selected group of genes confirmed the data of the microarray. Genes were functionally clustered in interferon-regulated genes, proliferation/differentiation genes, apoptosis genes, cytoskeleton genes, signal transduction genes, and enterocyte digestive, absorptive, and transport genes. Down-regulation of the transport gene cluster reflected in part the loss of rotavirus-infected enterocytes from the villous tips. Data mining suggested that several genes were regulated in lower- or mid-villus immature enterocytes and goblet cells, probably to support repair of the damaged epithelial cell layer at the villous tips. Furthermore, up-regulation was observed for IFN-γ induced guanylate binding protein 2, a protein that effectively inhibited VSV and EMCV replication in vitro (Arch Virol 150:1213–1220, 2005). This protein may play a role in the small intestine’s innate defense against enteric viruses like rotavirus. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (doi:10.1007/s00705-008-0118-6) contains supplementary material, which is available to authorized users.",2008-06-04,"Hulst, Marcel; Kerstens, Hinri; de Wit, Agnes; Smits, Mari; van der Meulen, Jan; Niewold, Theo",Arch Virol,,,,document_parses/pdf_json/c60e9faaf8d025d3cf00b275de051fc9bc3b5bd4.json,document_parses/pmc_json/PMC2441536.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2441536/,
165,ujbclp35,77138f50684f6b8c48752afd24cbb63abaad4aa4,PMC,"Gatekeepers of health: A qualitative assessment of child care centre staff's perspectives, practices and challenges to enteric illness prevention and management in child care centres",10.1186/1471-2458-8-212,PMC2443801,18554408,cc-by,"BACKGROUND: Enteric outbreaks associated with child care centres (CCC) have been well documented internationally and in Canada. The current literature focuses on identifying potential risk factors for introduction and transmission of enteric disease, but does not examine why these risk factors happen, how the risk is understood and managed by the staff of CCCs, or what challenges they experience responding to enteric illness. The purpose of this study was to explore the understanding, knowledge and actions of CCC staff regarding enteric illness and outbreaks, and to identify challenges that staff encounter while managing them. METHODS: Focus groups were conducted with staff of regulated CCCs in Southern Ontario. Five focus groups were held with 40 participants. An open ended style of interviewing was used. Data were analyzed using content analysis. RESULTS: CCC staff play an important role in preventing and managing enteric illness. Staff used in-depth knowledge of the children, the centre and their personal experiences to assist in making decisions related to enteric illness. The decisions and actions may differ from guidance provided by public health officials, particularly when faced with challenges related to time, money, staffing and parents. CONCLUSION: CCC staff relied on experience and judgment in coordination with public health information to assist decision-making in the management of enteric illness and outbreaks. Advice and guidance from public health officials to CCC staff needs to be consistent yet flexible so that it may be adapted in a variety of situations and meet regulatory and public health requirements.",2008-06-13,"Taylor, Marsha; Adams, Cindy L; Ellis, Andrea",BMC Public Health,,,,document_parses/pdf_json/77138f50684f6b8c48752afd24cbb63abaad4aa4.json,document_parses/pmc_json/PMC2443801.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2443801/,
166,kamvao4b,341a9a57e865081e81a9c60b97802773761ce8c4,PMC,Dating the time of viral subtype divergence,10.1186/1471-2148-8-172,PMC2443812,18541033,cc-by,"Precise dating of viral subtype divergence enables researchers to correlate divergence with geographic and demographic occurrences. When historical data are absent (that is, the overwhelming majority), viral sequence sampling on a time scale commensurate with the rate of substitution permits the inference of the times of subtype divergence. Currently, researchers use two strategies to approach this task, both requiring strong conditions on the molecular clock assumption of substitution rate. As the underlying structure of the substitution rate process at the time of subtype divergence is not understood and likely highly variable, we present a simple method that estimates rates of substitution, and from there, times of divergence, without use of an assumed molecular clock. We accomplish this by blending estimates of the substitution rate for triplets of dated sequences where each sequence draws from a distinct viral subtype, providing a zeroth-order approximation for the rate between subtypes. As an example, we calculate the time of divergence for three genes among influenza subtypes A-H3N2 and B using subtype C as an outgroup. We show a time of divergence approximately 100 years ago, substantially more recent than previous estimates which range from 250 to 3800 years ago.",2008-06-09,"O'Brien, John D; She, Zhen-Su; Suchard, Marc A",BMC Evol Biol,,,,document_parses/pdf_json/341a9a57e865081e81a9c60b97802773761ce8c4.json,document_parses/pmc_json/PMC2443812.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2443812/,
167,rnvh9ut8,9171d275fc9e9737e66cddd44c988e793270ff7c,PMC,Discovery and Development of Toll-Like Receptor 4 (TLR4) Antagonists: A New Paradigm for Treating Sepsis and Other Diseases,10.1007/s11095-008-9571-x,PMC2469272,18493843,no-cc,"Sepsis remains the most common cause of death in intensive care units in the USA, with a current estimate of at least 750,000 cases per year, and 215,000 deaths annually. Despite extensive research still we do not quite understand the cellular and molecular mechanisms that are involved in triggering and propagation of septic injury. Endotoxin (lipopolysaccharide from Gram-negative bacteria, or LPS) has been implicated as a major cause of this syndrome. Inflammatory shock as a consequence of LPS release remains a serious clinical concern. In humans, inflammatory responses to LPS result in the release of cytokines and other cell mediators from monocytes and macrophages, which can cause fever, shock, organ failure and death. A number of different approaches have been investigated to try to treat and/or prevent the septic shock associated with infections caused by Gram-negative bacteria, including blockage of one or more of the cytokines induced by LPS. Recently several novel amphipathic compounds have been developed as direct LPS antagonists at the LPS receptor, TLR4. This review article will outline the current knowledge on the TLR4-LPS synthesis and discuss the signaling, in vitro pre-clinical and in vivo clinical evaluation of TLR4 antagonists and their potential use in sepsis and a variety of diseases such as atherosclerosis as well as hepatic and renal malfunction.",2008-05-21,"Leon, Carlos G.; Tory, Rita; Jia, Jessica; Sivak, Olena; Wasan, Kishor M.",Pharm Res,,,,document_parses/pdf_json/9171d275fc9e9737e66cddd44c988e793270ff7c.json,document_parses/pmc_json/PMC2469272.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2469272/,
168,ajafw966,f9e25b3fb07c1338b5a21c36014e295ab14ca736,PMC,Multiplex cytokine profile from dengue patients: MIP-1beta and IFN-gamma as predictive factors for severity,10.1186/1471-2334-8-86,PMC2474613,18578883,cc-by,"BACKGROUND: Dengue virus pathogenesis is not yet fully understood and the identification of patients at high risk for developing severe disease forms is still a great challenge in dengue patient care. During the present study, we evaluated prospectively the potential of cytokines present in plasma from patients with dengue in stratifying disease severity. METHODS: Seventeen-cytokine multiplex fluorescent microbead immunoassay was used for the simultaneous detection in 59 dengue patients. GLM models using bimodal or Gaussian family were determined in order to associate cytokines with clinical manifestations and laboratory diagnosis. RESULTS: IL-1β, IFN-γ, IL-4, IL-6, IL-13, IL-7 and GM-CSF were significantly increased in patients with severe clinical manifestations (severe dengue) when compared to mild disease forms (mild dengue). In contrast, increased MIP-1β levels were observed in patients with mild dengue. MIP-1β was also associated with CD56+NK cell circulating rates. IL-1β, IL-8, TNF-α and MCP-1 were associated with marked thrombocytopenia. Increased MCP-1 and GM-CSF levels correlated with hypotension. Moreover, MIP-1β and IFN-γ were independently associated with both dengue severity and disease outcome. CONCLUSION: Our data demonstrated that the use of a multiple cytokine assay platform was suitable for identifying distinct cytokine profiles associated with the dengue clinical manifestations and severity. MIP-β is indicated for the first time as a good prognostic marker in contrast to IFN-γ that was associated with disease severity.",2008-06-25,"Bozza, Fernando A; Cruz, Oswaldo G; Zagne, Sonia MO; Azeredo, Elzinandes L; Nogueira, Rita MR; Assis, Edson F; Bozza, Patricia T; Kubelka, Claire F",BMC Infect Dis,,,,document_parses/pdf_json/f9e25b3fb07c1338b5a21c36014e295ab14ca736.json,document_parses/pmc_json/PMC2474613.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2474613/,
169,5blxgsfi,78b008cc190700f5c0291d67cca3112f6b54aa1f,PMC,Temporal trends in the discovery of human viruses,10.1098/rspb.2008.0294,PMC2475551,18505720,cc-by,"On average, more than two new species of human virus are reported every year. We constructed the cumulative species discovery curve for human viruses going back to 1901. We fitted a statistical model to these data; the shape of the curve strongly suggests that the process of virus discovery is far from complete. We generated a 95% credible interval for the pool of as yet undiscovered virus species of 38–562. We extrapolated the curve and generated an estimate of 10–40 new species to be discovered by 2020. Although we cannot predict the level of health threat that these new viruses will present, we conclude that novel virus species must be anticipated in public health planning. More systematic virus discovery programmes, covering both humans and potential animal reservoirs of human viruses, should be considered.",2008-05-27,"Woolhouse, Mark E.J; Howey, Richard; Gaunt, Eleanor; Reilly, Liam; Chase-Topping, Margo; Savill, Nick",Proc Biol Sci,,,,document_parses/pdf_json/78b008cc190700f5c0291d67cca3112f6b54aa1f.json,document_parses/pmc_json/PMC2475551.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2475551/,
170,yp7zhgj9,68f756a2b4d54f85dc7affd1643d8225653e1918,PMC,Investigating selection on viruses: a statistical alignment approach,10.1186/1471-2105-9-304,PMC2478691,18616801,cc-by,"BACKGROUND: Two problems complicate the study of selection in viral genomes: Firstly, the presence of genes in overlapping reading frames implies that selection in one reading frame can bias our estimates of neutral mutation rates in another reading frame. Secondly, the high mutation rates we are likely to encounter complicate the inference of a reliable alignment of genomes. To address these issues, we develop a model that explicitly models selection in overlapping reading frames. We then integrate this model into a statistical alignment framework, enabling us to estimate selection while explicitly dealing with the uncertainty of individual alignments. We show that in this way we obtain un-biased selection parameters for different genomic regions of interest, and can improve in accuracy compared to using a fixed alignment. RESULTS: We run a series of simulation studies to gauge how well we do in selection estimation, especially in comparison to the use of a fixed alignment. We show that the standard practice of using a ClustalW alignment can lead to considerable biases and that estimation accuracy increases substantially when explicitly integrating over the uncertainty in inferred alignments. We even manage to compete favourably for general evolutionary distances with an alignment produced by GenAl. We subsequently run our method on HIV2 and Hepatitis B sequences. CONCLUSION: We propose that marginalizing over all alignments, as opposed to using a fixed one, should be considered in any parametric inference from divergent sequence data for which the alignments are not known with certainty. Moreover, we discover in HIV2 that double coding regions appear to be under less stringent selection than single coding ones. Additionally, there appears to be evidence for differential selection, where one overlapping reading frame is under positive and the other under negative selection.",2008-07-10,"de Groot, Saskia; Mailund, Thomas; Lunter, Gerton; Hein, Jotun",BMC Bioinformatics,,,,document_parses/pdf_json/68f756a2b4d54f85dc7affd1643d8225653e1918.json,document_parses/pmc_json/PMC2478691.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2478691/,
171,4z38v9rg,72f9a628e9d59676c5cbed4485e64c5757a4c78a,PMC,Seasonality of Influenza A(H3N2) Virus: A Hong Kong Perspective (1997–2006),10.1371/journal.pone.0002768,PMC2481298,18648550,cc-by,"BACKGROUND: The underlying basis for the seasonality of influenza A viruses is still uncertain. Phylogenetic studies investigated this phenomenon but have lacked sequences from more subtropical and tropical regions, particularly from Southeast Asia. METHODOLOGY/PRINCIPAL FINDINGS: 281 complete hemagglutinin (HA) and neuraminidase (NA) sequences were obtained from influenza A(H3N2) viruses, collected over 10 years (1997–2006) from Hong Kong. These dated sequences were analyzed with influenza A(H3N2) vaccine strain sequences (Syd/5/97, Mos/10/99, Fuj/411/02, Cal/7/04) and 315 other publicly available dated sequences from elsewhere, worldwide. In addition, the NA sequence alignment was inspected for the presence of any naturally occurring, known, neuraminidase inhibitor (NAI) resistance-associated amino acid mutations (R292K and E119V). Before 2001, the Hong Kong HA and NA sequences clustered more closely with the older vaccine sequences (Syd/5/97, Mos/10/99) than did sequences from elsewhere. After 2001, this trend reversed with significant clusters containing HA and NA sequences from different locations, isolated at different times, suggesting that viral migration may account for much of the influenza A(H3N2) seasonality during this 10-year period. However, at least one example from Hong Kong was found suggesting that in some years, influenza A(H3N2) viruses may persist in the same location, perhaps continuing to circulate, sub-clinically, at low levels between seasons, to re-emerge in the influenza season the following year, relatively unchanged. None of these Hong Kong influenza A(H3N2) NA sequences contained any of the known NAI-resistance associated mutations. CONCLUSIONS/SIGNIFICANCE: The seasonality of influenza A(H3N2) may be largely due to global migration, with similar viruses appearing in different countries at different times. However, occasionally, some viruses may remain within a single location and continue to circulate within that population, to re-emerge during the next influenza season, with relatively little genetic change. Naturally occurring NAI resistance mutations were absent or, at least, very rare in this population.",2008-07-23,"Tang, Julian W.; Ngai, Karry L. K.; Lam, Wai Y.; Chan, Paul K. S.",PLoS One,,,,document_parses/pdf_json/72f9a628e9d59676c5cbed4485e64c5757a4c78a.json,document_parses/pmc_json/PMC2481298.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2481298/,
172,7gmtp6km,6ed1c5f102cce4bbcbd9d5438b6b8be3d4746484,PMC,H5N1 and 1918 Pandemic Influenza Virus Infection Results in Early and Excessive Infiltration of Macrophages and Neutrophils in the Lungs of Mice,10.1371/journal.ppat.1000115,PMC2483250,18670648,cc0,"Fatal human respiratory disease associated with the 1918 pandemic influenza virus and potentially pandemic H5N1 viruses is characterized by severe lung pathology, including pulmonary edema and extensive inflammatory infiltrate. Here, we quantified the cellular immune response to infection in the mouse lung by flow cytometry and demonstrate that mice infected with highly pathogenic (HP) H1N1 and H5N1 influenza viruses exhibit significantly high numbers of macrophages and neutrophils in the lungs compared to mice infected with low pathogenic (LP) viruses. Mice infected with the 1918 pandemic virus and a recent H5N1 human isolate show considerable similarities in overall lung cellularity, lung immune cell sub-population composition and cellular immune temporal dynamics. Interestingly, while these similarities were observed, the HP H5N1 virus consistently elicited significantly higher levels of pro-inflammatory cytokines in whole lungs and primary human macrophages, revealing a potentially critical difference in the pathogenesis of H5N1 infections. These results together show that infection with HP influenza viruses such as H5N1 and the 1918 pandemic virus leads to a rapid cell recruitment of macrophages and neutrophils into the lungs, suggesting that these cells play a role in acute lung inflammation associated with HP influenza virus infection. In addition, primary macrophages and dendritic cells were also susceptible to 1918 and H5N1 influenza virus infection in vitro and in infected mouse lung tissue.",2008-08-01,"Perrone, Lucy A.; Plowden, Julie K.; García-Sastre, Adolfo; Katz, Jacqueline M.; Tumpey, Terrence M.",PLoS Pathog,,,,document_parses/pdf_json/6ed1c5f102cce4bbcbd9d5438b6b8be3d4746484.json,document_parses/pmc_json/PMC2483250.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2483250/,
173,es5t9kvt,01c6c44650ad5466cdb134a28d0b14700fa3906d; c86eba5cb05531b033922afbe3f9148d1cd3c5dc,PMC,Patterns of Positive Selection in Six Mammalian Genomes,10.1371/journal.pgen.1000144,PMC2483296,18670650,cc-by,"Genome-wide scans for positively selected genes (PSGs) in mammals have provided insight into the dynamics of genome evolution, the genetic basis of differences between species, and the functions of individual genes. However, previous scans have been limited in power and accuracy owing to small numbers of available genomes. Here we present the most comprehensive examination of mammalian PSGs to date, using the six high-coverage genome assemblies now available for eutherian mammals. The increased phylogenetic depth of this dataset results in substantially improved statistical power, and permits several new lineage- and clade-specific tests to be applied. Of ∼16,500 human genes with high-confidence orthologs in at least two other species, 400 genes showed significant evidence of positive selection (FDR<0.05), according to a standard likelihood ratio test. An additional 144 genes showed evidence of positive selection on particular lineages or clades. As in previous studies, the identified PSGs were enriched for roles in defense/immunity, chemosensory perception, and reproduction, but enrichments were also evident for more specific functions, such as complement-mediated immunity and taste perception. Several pathways were strongly enriched for PSGs, suggesting possible co-evolution of interacting genes. A novel Bayesian analysis of the possible “selection histories” of each gene indicated that most PSGs have switched multiple times between positive selection and nonselection, suggesting that positive selection is often episodic. A detailed analysis of Affymetrix exon array data indicated that PSGs are expressed at significantly lower levels, and in a more tissue-specific manner, than non-PSGs. Genes that are specifically expressed in the spleen, testes, liver, and breast are significantly enriched for PSGs, but no evidence was found for an enrichment for PSGs among brain-specific genes. This study provides additional evidence for widespread positive selection in mammalian evolution and new genome-wide insights into the functional implications of positive selection.",2008-08-01,"Kosiol, Carolin; Vinař, Tomáš; da Fonseca, Rute R.; Hubisz, Melissa J.; Bustamante, Carlos D.; Nielsen, Rasmus; Siepel, Adam",PLoS Genet,,,,document_parses/pdf_json/01c6c44650ad5466cdb134a28d0b14700fa3906d.json; document_parses/pdf_json/c86eba5cb05531b033922afbe3f9148d1cd3c5dc.json,document_parses/pmc_json/PMC2483296.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2483296/,
174,ueglfhux,3fbbb5c2047570f4c33a88cb927a6f54e83de658,PMC,Mathematical Analysis of Copy Number Variation in a DNA Sample Using Digital PCR on a Nanofluidic Device,10.1371/journal.pone.0002876,PMC2483940,18682853,cc-by,"Copy Number Variations (CNVs) of regions of the human genome have been associated with multiple diseases. We present an algorithm which is mathematically sound and computationally efficient to accurately analyze CNV in a DNA sample utilizing a nanofluidic device, known as the digital array. This numerical algorithm is utilized to compute copy number variation and the associated statistical confidence interval and is based on results from probability theory and statistics. We also provide formulas which can be used as close approximations.",2008-08-06,"Dube, Simant; Qin, Jian; Ramakrishnan, Ramesh",PLoS One,,,,document_parses/pdf_json/3fbbb5c2047570f4c33a88cb927a6f54e83de658.json,document_parses/pmc_json/PMC2483940.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2483940/,
175,wdcmb4x5,da2c2eff11689e4e5e34ed7f9a2373a81b68cac5,PMC,The geosimulation of West Nile virus propagation: a multi-agent and climate sensitive tool for risk management in public health,10.1186/1476-072x-7-35,PMC2492840,18606008,cc-by,"BACKGROUND: Since 1999, the expansion of the West Nile virus (WNV) epizooty has led public health authorities to build and operate surveillance systems in North America. These systems are very useful to collect data, but cannot be used to forecast the probable spread of the virus in coming years. Such forecasts, if proven reliable, would permit preventive measures to be put into place at the appropriate level of expected risk and at the appropriate time. It is within this context that the Multi-Agent GeoSimulation approach has been selected to develop a system that simulates the interactions of populations of mosquitoes and birds over space and time in relation to the spread and transmission of WNV. This simulation takes place in a virtual mapping environment representing a large administrative territory (e.g. province, state) and carried out under various climate scenarios in order to simulate the effects of vector control measures such as larviciding at scales of 1/20 000 or smaller. RESULTS: After setting some hypotheses, a conceptual model and system architecture were developed to describe the population dynamics and interactions of mosquitoes (genus Culex) and American crows, which were chosen as the main actors in the simulation. Based on a mathematical compartment model used to simulate the population dynamics, an operational prototype was developed for the Southern part of Quebec (Canada). The system allows users to modify the parameters of the model, to select various climate and larviciding scenarios, to visualize on a digital map the progression (on a weekly or daily basis) of the infection in and around the crows' roosts and to generate graphs showing the evolution of the populations. The basic units for visualisation are municipalities. CONCLUSION: In all likelihood this system might be used to support short term decision-making related to WNV vector control measures, including the use of larvicides, according to climatic scenarios. Once fully calibrated in several real-life contexts, this promising approach opens the door to the study and management of other zoonotic diseases such as Lyme disease.",2008-07-07,"Bouden, Mondher; Moulin, Bernard; Gosselin, Pierre",Int J Health Geogr,,,,document_parses/pdf_json/da2c2eff11689e4e5e34ed7f9a2373a81b68cac5.json,document_parses/pmc_json/PMC2492840.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2492840/,
176,ue9azoyf,79d2c5d3f7524b1070616145f910651d23603f22,PMC,Alternative medicines for AIDS in resource-poor settings: Insights from exploratory anthropological studies in Asia and Africa,10.1186/1746-4269-4-16,PMC2503967,18616794,cc-by,"The emergence of alternative medicines for AIDS in Asia and Africa was discussed at a satellite symposium and the parallel session on alternative and traditional treatments of the AIDSImpact meeting, held in Marseille, in July 2007. These medicines are heterogeneous, both in their presentation and in their geographic and cultural origin. The sessions focused on the role of these medications in selected resource poor settings in Africa and Asia now that access to anti-retroviral therapy is increasing. The aims of the sessions were to (1) identify the actors involved in the diffusion of these alternative medicines for HIV/AIDS, (2) explore uses and forms, and the way these medicines are given legitimacy, (3) reflect on underlying processes of globalisation and cultural differentiation, and (4) define priority questions for future research in this area. This article presents the insights generated at the meeting, illustrated with some findings from the case studies (Uganda, Senegal, Benin, Burkina Faso, China and Indonesia) that were presented. These case studies reveal the wide range of actors who are involved in the marketing and supply of alternative medicines. Regulatory mechanisms are weak. The efficacy claims of alternative medicines often reinforce a biomedical paradigm for HIV/AIDS, and fit with a healthy living ideology promoted by AIDS care programs and support groups. The AIDSImpact session concluded that more interdisciplinary research is needed on the experience of people living with HIV/AIDS with these alternative medicines, and on the ways in which these products interact (or not) with anti-retroviral therapy at pharmacological as well as psychosocial levels.",2008-07-10,"Hardon, Anita; Desclaux, Alice; Egrot, Marc; Simon, Emmanuelle; Micollier, Evelyne; Kyakuwa, Margaret",J Ethnobiol Ethnomed,,,,document_parses/pdf_json/79d2c5d3f7524b1070616145f910651d23603f22.json,document_parses/pmc_json/PMC2503967.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2503967/,
177,4kpkhz0o,1d45a0c89997d27fe2e01fbee4b407e01cc595c4,PMC,Evolutionary and Transmission Dynamics of Reassortant H5N1 Influenza Virus in Indonesia,10.1371/journal.ppat.1000130,PMC2515348,18725937,cc-by,"H5N1 highly pathogenic avian influenza (HPAI) viruses have seriously affected the Asian poultry industry since their recurrence in 2003. The viruses pose a threat of emergence of a global pandemic influenza through point mutation or reassortment leading to a strain that can effectively transmit among humans. In this study, we present phylogenetic evidences for the interlineage reassortment among H5N1 HPAI viruses isolated from humans, cats, and birds in Indonesia, and identify the potential genetic parents of the reassorted genome segments. Parsimony analyses of viral phylogeography suggest that the reassortant viruses may have originated from greater Jakarta and surroundings, and subsequently spread to other regions in the West Java province. In addition, Bayesian methods were used to elucidate the genetic diversity dynamics of the reassortant strain and one of its genetic parents, which revealed a more rapid initial growth of genetic diversity in the reassortant viruses relative to their genetic parent. These results demonstrate that interlineage exchange of genetic information may play a pivotal role in determining viral genetic diversity in a focal population. Moreover, our study also revealed significantly stronger diversifying selection on the M1 and PB2 genes in the lineages preceding and subsequent to the emergence of the reassortant viruses, respectively. We discuss how the corresponding mutations might drive the adaptation and onward transmission of the newly formed reassortant viruses.",2008-08-22,"Lam, Tommy Tsan-Yuk; Hon, Chung-Chau; Pybus, Oliver G.; Kosakovsky Pond, Sergei L.; Wong, Raymond Tze-Yeung; Yip, Chi-Wai; Zeng, Fanya; Leung, Frederick Chi-Ching",PLoS Pathog,,,,document_parses/pdf_json/1d45a0c89997d27fe2e01fbee4b407e01cc595c4.json,document_parses/pmc_json/PMC2515348.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2515348/,
178,fpsyem7x,c851a889568efd469f724ebacfe3270946f3e04f,PMC,Endothelial Cells Support Persistent Gammaherpesvirus 68 Infection,10.1371/journal.ppat.1000152,PMC2526176,18787698,cc-by,"A variety of human diseases are associated with gammaherpesviruses, including neoplasms of lymphocytes (e.g. Burkitt's lymphoma) and endothelial cells (e.g. Kaposi's sarcoma). Gammaherpesvirus infections usually result in either a productive lytic infection, characterized by expression of all viral genes and rapid cell lysis, or latent infection, characterized by limited viral gene expression and no cell lysis. Here, we report characterization of endothelial cell infection with murine gammaherpesvirus 68 (γHV68), a virus phylogenetically related and biologically similar to the human gammaherpesviruses. Endothelial cells supported γHV68 replication in vitro, but were unique in that a significant proportion of the cells escaped lysis, proliferated, and remained viable in culture for an extended time. Upon infection, endothelial cells became non-adherent and altered in size, complexity, and cell-surface protein expression. These cells were uniformly infected and expressed the lytic transcription program based on detection of abundant viral gene transcripts, GFP fluorescence from the viral genome, and viral surface protein expression. Additionally, endothelial cells continued to produce new infectious virions as late as 30 days post-infection. The outcome of this long-term infection was promoted by the γHV68 v-cyclin, because in the absence of the v-cyclin, viability was significantly reduced following infection. Importantly, infected primary endothelial cells also demonstrated increased viability relative to infected primary fibroblasts, and this increased viability was dependent on the v-cyclin. Finally, we provide evidence for infection of endothelial cells in vivo in immune-deficient mice. The extended viability and virus production of infected endothelial cells indicated that endothelial cells provided a source of prolonged virus production and identify a cell-type specific adaptation of gammaherpesvirus replication. While infected endothelial cells would likely be cleared in a healthy individual, persistently infected endothelial cells could provide a source of continued virus replication in immune-compromised individuals, a context in which gammaherpesvirus-associated pathology frequently occurs.",2008-09-12,"Suárez, Andrea Luísa; van Dyk, Linda Faye",PLoS Pathog,,,,document_parses/pdf_json/c851a889568efd469f724ebacfe3270946f3e04f.json,document_parses/pmc_json/PMC2526176.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2526176/,
179,kswby0it,fb5b202baa650dfcaaf4a1c863b67b2c36e0fd0c,PMC,Analysis of synonymous codon usage and evolution of begomoviruses,10.1631/jzus.b0820005,PMC2528880,18763298,green-oa,"Begomoviruses are single-stranded DNA viruses and cause severe diseases in major crop plants worldwide. Based on current genome sequence analyses, we found that synonymous codon usage variations in the protein-coding genes of begomoviruses are mainly influenced by mutation bias. Base composition analysis suggested that the codon usage bias of AV1 and BV1 genes is significant and their expressions are high. Fourteen codons were determined as translational optimal ones according to the comparison of codon usage patterns between highly and lowly expressed genes. Interestingly the codon usages between begomoviruses from the Old and the New Worlds are apparently different, which supports the idea that the bipartite begomoviruses of the New World might originate from bipartite ones of the Old World, whereas the latter evolve from the Old World monopartite begomoviruses.",2008-08-29,"Xu, Xiao-zhong; Liu, Qing-po; Fan, Long-jiang; Cui, Xiao-feng; Zhou, Xue-ping",Journal of Zhejiang University SCIENCE B,,,,document_parses/pdf_json/fb5b202baa650dfcaaf4a1c863b67b2c36e0fd0c.json,document_parses/pmc_json/PMC2528880.xml.json,http://europepmc.org/articles/pmc2528880?pdf=render,
